game_id,week,home_team,away_team,home_points,away_points,home_drives,away_drives,neutral
401403866,1,Vanderbilt,Elon,42,31,15,16,False
401403856,1,Auburn,Mercer,42,16,12,11,False
401423918,1,Prairie View A&M,Texas Southern,40,23,14,14,False
401420846,1,Incarnate Word,Southern Illinois,64,29,11,13,False
401420873,1,Alcorn State,Stephen F. Austin,27,31,11,12,False
401404124,1,Ohio State,Notre Dame,21,10,11,10,False
401403863,1,South Carolina,Georgia State,35,14,13,15,False
401403861,1,Mississippi State,Memphis,49,23,13,12,False
401420797,1,North Carolina Central,North Carolina A&T,28,13,10,10,True
401403854,1,Alabama,Utah State,55,0,13,13,False
401426539,1,North Texas,SMU,10,48,15,13,False
401415210,1,New Mexico,Maine,41,0,13,12,False
401404059,1,Texas,UL Monroe,52,10,11,13,False
401403970,1,Stanford,Colgate,41,10,12,13,False
401411099,1,Syracuse,Louisville,31,7,10,9,False
401404055,1,Texas Tech,Murray State,63,10,15,15,False
401432189,1,San Diego,La Verne,58,0,14,14,False
401403974,1,Washington State,Idaho,24,17,14,13,False
401420855,1,Sacramento State,Utah Tech,56,33,13,16,False
401403969,1,Oregon State,Boise State,34,17,15,15,False
401403973,1,Washington,Kent State,45,20,10,12,False
401426543,1,Hawai'i,Western Kentucky,17,49,14,13,False
401424947,1,Jackson State,Florida A&M,59,3,12,14,True
401403867,1,Florida State,LSU,24,23,9,8,True
401411101,1,Georgia Tech,Clemson,10,41,14,14,True
401420807,2,Missouri State,UT Martin,35,30,9,9,False
401435073,2,Merrimack,Assumption,45,17,14,18,False
401415613,2,UCF,Louisville,14,20,13,14,False
401415214,2,New Mexico,Boise State,14,31,15,14,False
401405071,2,Minnesota,Western Illinois,62,10,13,13,False
401405073,2,Northwestern,Duke,23,31,11,13,False
401411103,2,Georgia State,North Carolina,28,35,15,16,False
401426553,2,Army,UTSA,38,41,7,8,False
401403876,2,Kansas State,Missouri,40,12,12,13,False
401411105,2,Miami,Southern Miss,30,7,12,11,False
401403869,2,Arkansas,South Carolina,44,30,12,13,False
401403879,2,Vanderbilt,Wake Forest,25,45,15,14,False
401405080,2,Penn State,Ohio,46,10,13,14,False
401405079,2,Ohio State,Arkansas State,45,12,12,14,False
401403868,2,Texas,Alabama,19,20,12,11,False
401411106,2,NC State,Charleston Southern,55,3,15,16,False
401424421,2,Maine,Colgate,18,21,13,14,False
401416597,2,Central Michigan,South Alabama,24,38,13,14,False
401431405,2,Presbyterian,Virginia Lynchburg,21,13,10,10,False
401424403,2,Monmouth,Fordham,49,52,14,13,False
401403982,2,Utah,Southern Utah,73,7,12,11,False
401416594,2,Ball State,Western Michigan,30,37,14,13,False
401428484,2,St. Thomas (MN),Michigan Tech,32,6,12,14,False
401423152,2,Drake,Missouri S&T,14,17,17,17,False
401420823,2,Youngstown State,Dayton,49,16,13,13,False
401415614,2,Temple,Lafayette,30,14,14,14,False
401404125,2,Notre Dame,Marshall,21,26,13,12,False
401413341,2,Montana State,Morehead State,63,13,13,13,False
401420837,2,North Dakota State,North Carolina A&T,43,3,9,10,False
401403878,2,Texas A&M,App State,14,17,9,10,False
401415617,2,Navy,Memphis,13,37,10,11,False
401426545,2,Charlotte,Maryland,21,56,11,10,False
401411102,2,Clemson,Furman,35,12,10,12,False
401415619,2,Cincinnati,Kennesaw State,63,10,11,13,False
401403877,2,Pittsburgh,Tennessee,27,34,15,14,False
401413334,2,Montana,South Dakota,24,7,15,14,False
401403984,2,Wisconsin,Washington State,14,17,9,9,False
401403977,2,Air Force,Colorado,41,10,12,11,False
401403872,2,Georgia,Samford,33,0,12,12,False
401426548,2,Colorado State,Middle Tennessee,19,34,15,14,False
401421138,2,The Citadel,East Tennessee State,20,17,10,9,False
401420815,2,North Dakota,Northern Iowa,29,27,9,8,False
401424936,2,Bethune-Cookman,South Carolina State,9,33,12,10,False
401403976,2,California,UNLV,20,14,10,12,False
401405078,2,Michigan State,Akron,52,0,15,14,False
401405070,2,Illinois,Virginia,24,3,16,15,False
401404064,2,Iowa,Iowa State,7,10,13,12,False
401418630,2,Austin Peay,Mississippi Valley State,41,0,13,14,False
401404063,2,Texas Tech,Houston,33,30,16,16,False
401403983,2,Washington,Portland State,52,6,11,10,False
401420788,2,James Madison,Norfolk State,63,7,12,12,False
401416595,2,Bowling Green,Eastern Kentucky,57,59,13,11,False
401415177,2,Wyoming,Northern Colorado,33,10,14,13,False
401405081,2,Rutgers,Wagner,66,7,13,13,False
401405074,2,Purdue,Indiana State,56,0,12,15,False
401422997,2,Georgetown,Lehigh,19,21,10,10,False
401413225,2,Cal Poly,San Diego,28,27,14,14,False
401403981,2,UCLA,Alabama State,45,7,12,12,False
401415216,2,Nevada,Incarnate Word,41,55,16,16,False
401423425,2,Richmond,Saint Francis,31,21,10,11,False
401416596,2,Buffalo,Holy Cross,31,37,10,11,False
401415024,2,East Carolina,Old Dominion,39,21,14,13,False
401424419,2,Delaware,Delaware State,35,9,12,13,False
401404065,2,West Virginia,Kansas,42,55,10,11,False
